code,nom,fbID,apropos,description,mission,categorie1,categorie2,categorie3,pays,état,ville,adresse courte,adresse longue,likes,talking_about,Indice (L*TA/10⁶)
JEreseauTVA,J.E.,236869246435311,Émission de télévision de journalisme d'enquête animée par Paul Larocque | Mardi 19h (TVA) #JETVA Contact > je@tva.ca,"JE (anciennement J.E. pour « journalisme d'enquête ») est une émission de télévision de journalisme d'enquête diffusée sur le réseau TVA et en rediffusion sur LCN.

Fort d'une équipe de 2 animateurs et de 7 journalistes-recherchistes, JE enquête sur des cas, soumis par le public, de fraudes, de procédures juridiques abusives ou stagnantes, d'entreprises ou de particuliers malhonnêtes, etc. L'émission a pour but, entre autres, d'aider le citoyen à régler des situations en impasse ou qui le dépassent.

De 1993 à 2001, l'émission était animée par Jocelyne Cazin et Gaëtan Girouard (jusqu'en 1999). De 2001 à 2013, les animateurs sont Annie Gagnon et Michel Jean. Paul Larocque prend le relais à partir de l'automne 2013.

L'équipe de journalistes à votre service:
Paul Larocque
Julie Marcoux
Mélanie Bergeron
Richard Olivier
Jean-François Guérin
Denis Therriault
Pierre-Olivier Zappa
---------------------------------------------
Communiquer avec nous:

1) Par téléphone au 1 888 822-5353
2) Par courriel à je@tva.ca
3) Par la poste à l'adresse suivante :
J.E.
Groupe TVA inc.
1600, boul. De Maisonneuve Est
Montréal QC 
H2L 4P2",?,TV Show,?,?,?,?,?,?,?,25754,326,"8,395804"
mediumlarge,Médium large,200932433301251,"Le magazine socioculturel de ICI Radio-Canada Première animé par Catherine Perrin. Du lundi au vendredi, de 9h05 à 11h30 (HNE).","Émission qui veut favoriser l’échange d’idées en invitant à ranger les oeillères au vestiaire. Des discussions riches en perspectives nouvelles, de grandes entrevues en tête-à-tête, un tour d’horizon des idées les plus intéressantes de notre société dans une atmosphère propice à la découverte et à la réflexion.

Le thème d'ouverture de l'émission est « Sunshine » de la formation Los Porcos.","Compte Twitter : https://twitter.com/RC_ML
Adresse courriel : catherine@radio-canada.ca",Media/News Company,?,?,?,?,?,?,?,16061,506,"8,126866"
neomediavaudreuilsoulanges,Néomédia.com Vaudreuil-Soulanges,1640213986214892,Quotidien régional web qui couvre la région de Vaudreuil-Soulanges. Membre du réseau Néomédia,?,?,Media/News Company,?,?,?,?,"Vaudreuil-Dorion, Québec",?,"Vaudreuil-Dorion, Québec",5358,1474,"7,897692"
JournalLeRefletGraviteMedia,Journal Le Reflet,102471329717,"Pour consulter nos modalités d'utilisation, cliquez ici : http://www.lereflet.qc.ca/termes","Le Reflet, de Delson, est la propriété de Gravité Média, un groupe de presse indépendant qui regroupe six hebdos situés sur la Rive-Sud de Montréal, entre Longueuil et Valleyfield. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent.

Twitter : @LeReflet ","Informer les lecteurs des nouvelles régionales.
Offrir de la visibilité aux entreprises et commerçants locaux.
Encourager l'économie régionale en faisant la promotion de l'achat local.",Newspaper,Media/News Company,Business Service,Canada,QC,Delson,"11, route 132","11, route 132, Delson, Quebec J5B 1G9",9542,782,"7,461844"
leclaireurprogres,L'Éclaireur Progrès,120296008004909,"Pour consulter nos modalités d'utilisation, cliquez ici: http://bit.ly/1xkHPsz ","Suivez-nous pour tout savoir sur l'actualité en Beauce. L'Éclaireur-Progrès, votre journal depuis plus de 100 ans. 
Vous pouvez aussi nous suivre sur Twitter: @EclairProgres

Contactez-nous: 
418 228-8858 
redaction@leclaireurprogres.ca
www.leclaireurprogres.ca",?,Media/News Company,?,?,Canada,QC,Saint-Georges,"710, 98e Rue","710, 98e Rue, Saint-Georges, Quebec G5Y 8G1",6384,982,"6,269088"
Écho-de-La-Tuque-246902629754,Écho de La Tuque,246902629754,?,"L’Écho de La Tuque fait partie d'un grand réseau de 21 journaux locaux du groupe Icimédias. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent.

Twitter : @lechodelatuque",?,Media/News Company,?,?,Canada,QC,La Tuque,"333, rue Scott","333, rue Scott, La Tuque, Quebec G9X 1P3",6750,852,"5,751"
quebechebdo,Québec Hebdo,96828034139,"QuebecHebdo.com, l'actualité locale et régionale de la ville de Québec. 

Pour consulter nos modalités d'utilisation, cliquez ici:  http://bit.ly/1xvF3ke","Québec Hebdo regroupe tous les journaux hebdomadaires de chacun des arrondissements de la ville de Québec, de même que les journaux des territoires de la MRC de la Jacques-Cartier et de la Côte-de-Beaupré, propriétés de TC Media. Ses journalistes nourrissent les sites et leurs médias sociaux en continu, au fur et à mesure que l'actualité s'y déroule. ","Chaque jour, les journalistes de Québec Hebdo s'engagent à livrer l'information locale et régionale en respectant le code d'éthique des journalistes de TC Media, du Conseil de presse du Québec et de la Fédération professionnelle des journalistes du Québec. ",Media/News Company,?,?,Canada,QC,Quebec,"5000, Hugues-Randin, porte 8","5000, Hugues-Randin, porte 8, Quebec, Quebec G2C 2B4",16913,334,"5,648942"
iciacadie,ICI Acadie,406891736017383,La page officielle de Radio-Canada Acadie. Vous retrouverez ici toute l'information sur nos émissions.,?,?,Media/News Company,?,?,Canada,NB,Moncton,"165 rue Main, Suite #15","165 rue Main, Suite #15, Moncton, New Brunswick E1C 1B8",11737,481,"5,645497"
chga.fm,"CHGA FM, la radio de la Vallée-de-la-Gatineau",186575453743,"CHGA FM, toujours plus !!!","La radio CHGA, une radio professionnelle, au coeur du développement de la région!","Offrir une programmation variée, de qualité, adaptée à sa population. Les informations locales, régionales, nationales et internationales sont une priorité. Par ses nombreuses promotions, la radio CHGA fm récompense son fidel auditoire. Le choix musical est varié et les animateurs connaissent leur public.  ",Broadcasting & Media Production Company,Radio Station,Advertising/Marketing,Canada,QC,Maniwaki,158 rue Laurier,"158 rue Laurier, Maniwaki, Quebec J9E 2K7",7550,713,"5,38315"
charlevoisien,Le Charlevoisien,193760727436039,"http://www.charlevoixendirect.com/
","Charlevoix en direct est en quelque sorte le trait d'union de l'Hebdo Charlevoisien. (charlevoixendirect.com). Vous pourrez suivre des nouvelles en lien avec l'Hebdo Charlevoisien. Cette page servira aussi à vous mettre au parfum des événements spéciaux à venir dans Charlevoix.
Un album photo est réservé aux amateurs de photos invités à publier leurs clichés qui concernent Charlevoix sur cet album. 

",?,Media/News Company,?,?,Canada,QC,La Malbaie,"53, John Nairne","53, John Nairne, La Malbaie, Quebec",6653,751,"4,996403"
CourrierFrontenac,Courrier Frontenac,126740077384190,?,"Journalistes :  Claudia Fortier (claudia.fortier@tc.tc), Jean-Hugo Savard (jean-hugo.savard@tc.tc)

Directrice des ventes : Chrystine Rousseau
Conseillers publicitaires : Geneviève Bégin (genevieve.begin@tc.tc), Caroline Bibeau (caroline.bibeau@tc.tc), Christian Grenier (christian.grenier@tc.tc)",?,Arts & Entertainment,Newspaper,Media/News Company,Canada,QC,Thetford Mines,337 boulevard Frontenac Ouest,"337 boulevard Frontenac Ouest, Thetford Mines, Quebec G6G 5V3",8756,550,"4,8158"
LePlacoteux,Le Placoteux,198240006859059,Les nouvelles quotidiennes de Kamouraska-L'Islet et Montmagny via www.leplacoteux.com,"Le Placoteux
L'hebdomadaire de la Côte-Sud
Journal coopératif

LePlacoteux.com
Les nouvelles quotidiennes
Concours - Album photos - Chroniques - Répertoire d'entreprises - Sondage

",?,Broadcasting & Media Production Company,?,?,Canada,QC,Saint-Pascal,"491, avenue D'Anjou","491, avenue D'Anjou, Saint-Pascal, Quebec G0L3Y0",6562,692,"4,540904"
icicolombiebritannique,ICI Colombie-Britannique / Yukon,149529379528,La station régionale de Radio-Canada située à Vancouver offre une programmation riche et variée aux francophones et francophiles de C.-B. et du Yukon.,?,?,Media/News Company,?,?,Canada,BC,Vancouver,700 rue Hamilton,"700 rue Hamilton, Vancouver, British Columbia V6B 2R5",6243,710,"4,43253"
courrierlaval,Courrier Laval,370414103097,"Pour consulter nos modalités d'utilisation cliquez ici->http://bit.ly/1xkHPsz
","Le Courrier Laval fait partie du plus grand réseau de journaux locaux dans l’est du Canada, TC Media. L’objectif de cette page est de diffuser les histoires faisant vibrer les gens de la ville et engager la conversation avec eux sur les sujets qui les interpellent.

Twitter : @LeCourrierLaval","Le Courrier Laval est une véritable institution à Laval. L'édition du dimanche a été fondée en 1945 par des hommes d'affaires lavallois. Tandis que celle du milieu de semaine a vu le jour, il y a plus de 30 ans sous le nom de journal le Contact.
Au cours des dernières années, le Courrier Laval a connu une augmentation régulière de son tirage de manière à répondre à l'accroissement du lectorat découlant d'un développement résidentiel et commercial soutenu.",Media,?,?,Canada,QC,Laval,"2700, avenue Francis-Hughes","2700, avenue Francis-Hughes, Laval, Quebec H7S 0A1",10376,408,"4,233408"
revueterrebonne,Hebdomadaire La Revue de Terrebonne,107310330253,Mettez du coeur dans vos actions.,"Fondé par Aimé Despatis à qui a succédé sa fille Marie-France dans les années 1980, le journal est propriété depuis juillet 2004 de Gilles Bordonado, journaliste qui a joint l'équipe en août 1989.
Plus grand journal hebdomadaire indépendant et gratuit au Québec avec une moyenne de 92 pages par semaine et une distribution de 55 000 exemplaires à Terrebonne (dont Lachenaie et La Plaine) et Mascouche.
Produit une quinzaine de cahiers thématiques, trois magazines Le Reflet économique, un autre sur le mariage et une pléaide de brochures pour des organismes du milieu. Est aussi éditeur du Guide Rouge et de la collection La Revue Gourmande. Il gère quatre sites Internet et est présent sur Facebook, Twitter, LinkedIn et Wikipedia. Il anime le site boutiquelarevue.com qui vend des certificats-cadeaux d'entreprises de la MRC Les Moulins.
La Revue soutient activement le milieu tant en argent, qu'en soutien personnel et publicitaire.
Membre d'Hebdos Québec et d'une pléiade d'organismes, dont la Chambre de commerce et d'industrie Les Moulins, le Centre local de développement économique des Moulins, Tourisme des Moulins, Culture Lanaudière et Tourisme Lanaudière.","Au service d'une région en plein développement, La Revue offre la meilleure information rédactionnelle et publicitaire à ses lectrices et lecteurs de la MRC Les Moulins dans la région Lanaudière au Québec. Le journal désire développer le sentiment d'appartenance de la population moulinoise, oeuvrer au développement de sa communauté et éclairer son auditoire sur les grands enjeux qui touchent notre région. ",Newspaper,?,?,Canada,QC,Terrebonne,"231, rue Sainte-Marie","231, rue Sainte-Marie, Terrebonne, Quebec J6W3E4",6945,580,"4,0281"
ellequebec,ELLE QUÉBEC,97310144747,"Soyez à la page de ELLE QUÉBEC, le magazine de toutes les tendances.

Abonnez-vous au magazine:
http://www.ellequebec.com/facebook

Abonnez-vous à l'infolettre:
http://www.ellequebec.com/newsletter.php","Vous avez envie d'alimenter notre page Facebook? Nous accueillons vos commentaires avec plaisir, mais nous nous réservons le droit de supprimer ceux jugés hors sujet, diffamatoires ou non respectueux des autres membres de la page ELLE QUÉBEC.

Veuillez également noter que les messages promotionnels n'ayant pas de lien avec ELLE QUÉBEC seront supprimés.

Notez aussi qu'en aucun cas, nous ne vous contacterons directement par message privé sur Facebook. Mais soyez assurées que nous répondrons aux messages privés que vous nous adressez avec plaisir!

Merci, la rédaction
","Abonnez-vous ici:
www.ellequebec.com/facebook

Abonnez-vous à l'infolettre:
http://www.ellequebec.com/newsletter.php",Magazine,?,?,Canada,QC,Longueuil,1010 de serigny,"1010 de serigny, Longueuil, Quebec J4K 5G7",34036,116,"3,948176"
avantagegaspesien,L'Avantage Gaspésien,250789524180,Pour consulter nos modalités d'utilisation cliquez ici: http://goo.gl/pMvQRY,?,?,News & Media Website,?,?,Canada,QC,Matane,?,"Matane, Quebec",7160,551,"3,94516"
journalinfoweekend,Info Week-end,690636800964334,Bienvenue sur notre page Facebook! Vous voulez partager vos nouvelles? Écrivez-nous sur notre page Facebook ou appelez-nous au 739-5025.,?,?,Media/News Company,?,?,?,?,?,?,?,6466,608,"3,931328"
gazette.des.femmes,La Gazette des femmes,192311230799274,Magazine intelligent et féministe,"La Gazette des femmes est un témoin privilégié de l’évolution du féminisme au Québec et un précieux outil d’information pour relayer les valeurs d’égalité entre les sexes. 

Les sujets traités sont variés, actuels et témoignent de la condition des femmes du Québec et d’ailleurs. Qu’il s’agisse de billets de blogue, de grands dossiers, de reportages, d’entrevues avec des femmes et des hommes qui réfléchissent à l’égalité des sexes ou d’analyses de fond touchant les grands domaines de la vie, son contenu vise à rendre visibles les inégalités et à déboulonner les stéréotypes sexuels et sexistes. ",Informer le grand public dans le but de contribuer à l’évolution des mentalités et de produire un changement social en faveur de l’égalité des sexes.,Magazine,?,?,Canada,QC,Quebec,"800, place D’Youville 3e étage","800, place D’Youville 3e étage, Quebec, Quebec G1R 6E2",14764,253,"3,735292"
noustvsthyacinthe,Noustv St-Hyacinthe,240390702660485,"Bienvenue à la page Facebook officielle de NousTV Saint-Hyacinthe, câble 3 | HD 555.",?,?,TV Channel,?,?,Canada,QC,Saint-Hyacinthe,"16900, Bourdages Sud","16900, Bourdages Sud, Saint-Hyacinthe, Quebec J2T 4P7",6471,552,"3,571992"
docmaillouxetjosey,Le doc Mailloux et Josey,1796015180634394,"Émission de ligne ouverte à la radio avec le Dr Pierre Mailloux et l'animatrice Josey Arsenault.
FM 93, FM 106,9, FM 107.7 et 
FM 104.7 9h30-11hrs",?,?,Public Figure,?,?,?,?,?,?,?,6904,481,"3,320824"
Planetefmagazine,Planète F Magazine,388169387982386,"Le magazine famille réinventé: allumé, intelligent et résolument indépendant! ","Planète F Magazine est une entreprise de contenus journalistiques multiplateformes qui brisent les stéréotypes et abordent ces enjeux sans tabous. On offre différents points de vue pour aider les parents à prendre des décisions éclairées au quotidien.

Dans une ère de surinformation et de désinformation, où l’émotion prend beaucoup de place, j’ai la profonde conviction, en tant que parents, qu’on a besoin de profondeur. Planète F fait la recherche pour vous. Pour vous aider à mieux comprendre les enjeux qui vous touchent. Les réseaux sociaux comprennent une épidémie de contenus plus ou moins fiables. On vous aide à démêler le vrai du faux.

Pourquoi s’abonner? Parce que ça en vaut la peine!
- Accès illimité et sans restrictions à tous les articles de dossier publiés et à venir.
- Accès illimité à toutes les chroniques (Science, Recension de livres, Famille compte triple, Immigration, Consommation).
- Accès illimité à tous les reportages
- Une revue de presse sur les sujets d’actualités qui touchent la famille.
- Inscription à notre infolettre. Soyez avisé dès que le contenu qui vous intéresse est publié.
- Rabais de nos partenaires",Informer de façon indépendante sur des enjeux de société qui touchent de près ou de loin la famille du 21e siècle.,News & Media Website,Publisher,Magazine,Canada,QC,Montreal,1514 Docteur-Penfield,"1514 Docteur-Penfield, Montreal, Quebec H3G 1B9",8346,375,"3,12975"
stjerometopo,TopoLocal Saint-Jérôme,1435710163333623,"TopoLocal Saint-Jérôme est un média d'information qui couvre les villes de Saint-Jérôme, Sainte-Sophie, Saint-Hippolyte, Saint-Colomban et Prévost. ",?,?,News & Media Website,?,?,?,?,?,?,?,5839,525,"3,065475"
